zip5,census_pop,pop_65plus,pct_65plus,median_income,unemployment_rate
01747,6021,1049,0.17422355090516525,120750,0.037582681900180395
01748,18748,2461,0.13126733518241945,191439,0.02235929067077872
01749,19947,3756,0.18829899232967365,103086,0.04306751875520978
01752,41391,6024,0.14553888526491265,94199,0.05365390960079182
01754,10671,1535,0.14384781182644552,112524,0.043242380724429555
01756,6238,909,0.14571978198140428,135909,0.009136212624584718
01757,30411,5333,0.17536417743579627,93100,0.05600854748917505
01760,36274,6500,0.17919170755913327,133623,0.030626081264319448
01770,4404,693,0.15735694822888283,242688,0.06680672268907563
01772,9867,1295,0.13124556602817472,188000,0.034962540135569035
01773,5216,1412,0.27070552147239263,185288,0.03558718861209965
01775,7111,1190,0.1673463647869498,166833,0.036654620547238
01776,18926,2952,0.15597590616083695,234427,0.04811141591052965
01778,14070,2648,0.18820184790334044,207721,0.030098955470038484
01801,40992,6460,0.15759172521467604,104780,0.0737915529147262
01803,26004,5617,0.21600522996462082,134189,0.034989109815218154
01810,35612,5644,0.15848590362799056,162694,0.04540168865968957
01821,30854,4977,0.16130809619498282,138397,0.03050514451165917
01824,26612,4768,0.17916729295054862,137778,0.053785128411994086
01826,32309,5357,0.1658051935993067,102335,0.04967685398181619
01827,3359,481,0.14319738017267045,193583,0.05850804485616772
01830,26885,4481,0.16667286591035893,72195,0.07984506659418321
01832,25707,3567,0.13875598086124402,78151,0.05533707865168539
01833,8389,1481,0.17654070807009178,148810,0.010631373399869819
01834,6742,1354,0.20083061406110947,131952,0.03443909850595087
01835,14681,1884,0.12832913289285472,102162,0.035268346111719605
01840,6977,837,0.11996560126128708,30696,0.13026819923371646
01841,52738,4910,0.09310174826500815,51574,0.11221800139545701
01843,28352,2681,0.094561230248307,72630,0.086456008457653
01844,52780,9064,0.17173171655930278,93739,0.0635328309283228
01845,31624,4843,0.15314318239311914,131852,0.031413612565445025
01850,16806,1665,0.09907176008568369,66069,0.06955004362457934
01851,32323,3150,0.09745382544937042,79330,0.051628532974427994
01852,36546,4860,0.13298308980462978,76272,0.05583162817889506
01854,29062,3626,0.12476773793957746,66645,0.05918682449819866
01860,6717,1477,0.2198898317701355,100321,0.025191675794085433
01862,11126,1856,0.16681646593564622,125159,0.05962607377463365
01863,9570,1876,0.1960292580982236,128682,0.03895184135977337
01864,15529,2208,0.14218558825423402,141442,0.051940829718607494
01867,25443,5112,0.20091970286522814,154505,0.027605345797122618
01876,30817,6001,0.19473018139338677,120891,0.049799017418490396
01879,12385,1539,0.12426322163907953,140901,0.0494948015814907
01880,27026,5130,0.18981721305409605,125707,0.04034619639487213
01886,24524,3260,0.13293100636111566,174424,0.04071058475203553
01887,23191,3534,0.1523867017377431,151034,0.04408490426005641
01890,22809,4063,0.17813143934411854,208531,0.033847727854037
01901,1658,536,0.3232810615199035,20699,0.1
01902,51931,6621,0.1274961005950203,59445,0.07381715362865221
01904,20078,3316,0.16515589202111763,94809,0.052441389035783534
01905,26986,2744,0.10168235381308827,74792,0.027047435985446556
01906,28566,6101,0.21357557936007843,96064,0.03390257735207007
01907,15208,2980,0.19594950026301947,116161,0.053747248928530056
01908,3336,1054,0.315947242206235,105867,0.04213197969543147
01913,17279,2942,0.17026448289831586,91010,0.042967992240543165
