zip5,total_shifts,filled,unfilled,cancelled,unmet,city,state,unmet_rate,fill_rate,lat,lng,population,density,county_name,state_name,timezone,census_pop,pop_65plus,pct_65plus,median_income,unemployment_rate,city_label,state_label,score_unmet,score_volume,score_elderly,score_poverty,score_density,demand_pressure_score
04105,20,19,0,1,1,Falmouth,ME,0.05,0.95,43.74753,-70.2825,12557.0,165.5,Cumberland,Maine,America/New_York,12436.0,2808.0,0.2257960759086523,143235.0,0.0238529070730495,Falmouth,ME,0.04999999995,0.0003160556257900392,0.34394518487182135,0.454035526410912,0.002635417462865254,15.223692157373511
04106,82,58,0,24,24,South Portland,ME,0.2926829268292683,0.7073170731707317,43.63081,-70.28972,26966.0,855.5,Cumberland,Maine,America/New_York,26873.0,5448.0,0.2027313660551483,81551.0,0.0303138162187815,South Portland,ME,0.29268292653658534,0.00758533501896094,0.3088117315438383,0.716354311521628,0.01362295854671435,26.02790006073991
06002,65,65,0,0,0,Bloomfield,CT,0.0,1.0,41.84286,-72.73714,21547.0,323.8,Capitol,Connecticut,America/New_York,21460.0,5228.0,0.2436160298229263,90061.0,0.0394143185494168,Bloomfield,CT,0.0,0.0,0.3710895332347746,0.6801644914500989,0.005156182323116431,17.67581985967814
06010,761,739,0,22,22,Bristol,CT,0.0289093298291721,0.9710906701708278,41.681,-72.94065,61206.0,891.9,Naugatuck Valley,Connecticut,America/New_York,61077.0,9426.0,0.1543297804410825,82159.0,0.0659518338864777,Bristol,CT,0.028909329800262767,0.006953223767380862,0.23508373496495164,0.713768716856118,0.014202591148818852,16.591341851821394
06026,75,72,0,3,3,EAST GRANBY,CT,0.04,0.96,41.94242,-72.74093,5176.0,113.8,Capitol,Connecticut,America/New_York,5154.0,989.0,0.1918897943344975,107215.0,0.0192307692307692,EAST GRANBY,CT,0.03999999996,0.0009481668773701175,0.292297244413119,0.6072149998511557,0.0018121480802058363,16.195995537566027
06029,55,53,0,2,2,ELLINGTON,CT,0.0363636363636363,0.9636363636363636,41.91439,-72.4535,16571.0,195.5,Capitol,Connecticut,America/New_York,16519.0,2985.0,0.1807010109570797,124450.0,0.027686583497483,ELLINGTON,CT,0.03636363632727266,0.0006321112515800784,0.2752538651083626,0.533921045804998,0.0031131366404239104,14.651736226754144
06032,31,26,0,5,5,Farmington,CT,0.1612903225806451,0.8387096774193549,41.72528,-72.83147,18642.0,311.8,Capitol,Connecticut,America/New_York,18540.0,4120.0,0.2222222222222222,116231.0,0.0294623873645843,Farmington,CT,0.16129032241935476,0.0015802781289501959,0.33850129147404,0.5688733526402385,0.004965094652092968,20.230993691409704
06035,29,27,0,2,2,Granby,CT,0.0689655172413793,0.9310344827586208,41.9608,-72.80179,7939.0,193.8,Capitol,Connecticut,America/New_York,7810.0,1536.0,0.1966709346991037,106341.0,0.0346420323325635,Granby,CT,0.06896551717241377,0.0006321112515800784,0.2995801442597394,0.6109317921828262,0.00308606588702892,17.271208723269385
06037,40,2,0,38,38,Berlin,CT,0.95,0.05,41.61148,-72.7775,18754.0,284.3,Capitol,Connecticut,America/New_York,18573.0,4284.0,0.2306574059118074,110546.0,0.0242914979757085,Berlin,CT,0.9499999990499999,0.01201011378002149,0.35135023405139404,0.5930495132873175,0.004527185405997533,44.76827205039815
06040,23,13,1,9,10,Manchester,CT,0.4347826086956521,0.5652173913043478,41.7616,-72.52247,36171.0,825.0,Capitol,Connecticut,America/New_York,36847.0,5737.0,0.1556978858523082,80426.0,0.0486556359875904,Manchester,CT,0.43478260826086945,0.0031605562579003917,0.23716770948352797,0.7211385121773823,0.01313727738286305,28.814296800433514
